liga,family,period,direction,n,coverage,mean_pred_raw,mean_pred_cal,base_rate,gap_raw,gap_cal,brier_raw,brier_cal,delta_brier,delta_brier_rel
championship,handicap,FT,home_plus_2,353,1,0.899174,0.854364,0.864023,0.035151,-0.009659,0.120908,0.119850,0.001057,0.008744
championship,htft,FULL,1_1,353,1,0.303694,0.237965,0.266289,0.037405,-0.028324,0.192938,0.190659,0.002279,0.011811
championship,htft,FULL,1_2,353,1,0.014077,0.022349,0.025496,-0.011419,-0.003147,0.024991,0.024825,0.000166,0.006640
championship,htft,FULL,1_x,353,1,0.038523,0.056241,0.048159,-0.009636,0.008083,0.046030,0.045944,0.000086,0.001870
championship,htft,FULL,2_1,353,1,0.024177,0.028386,0.033994,-0.009817,-0.005608,0.033073,0.032955,0.000118,0.003581
championship,htft,FULL,2_2,353,1,0.129664,0.180597,0.164306,-0.034642,0.016291,0.139908,0.139386,0.000522,0.003731
championship,htft,FULL,2_x,353,1,0.038631,0.057550,0.045326,-0.006695,0.012225,0.043124,0.043205,-0.000081,-0.001887
championship,htft,FULL,x_1,353,1,0.189356,0.147856,0.121813,0.067543,0.026043,0.112843,0.108446,0.004397,0.038966
championship,htft,FULL,x_2,353,1,0.100224,0.121359,0.124646,-0.024422,-0.003287,0.110535,0.109421,0.001114,0.010079
championship,htft,FULL,x_x,353,1,0.161655,0.158778,0.169972,-0.008317,-0.011194,0.146058,0.143285,0.002773,0.018983
championship,impedimentos,FT,over,3530,1,0.499663,0.472628,0.489802,0.009861,-0.017173,0.205364,0.203932,0.001432,0.006971
championship,impedimentos,FT,under,3530,1,0.500337,0.527077,0.510198,-0.009861,0.016878,0.205364,0.203890,0.001474,0.007177
championship,marca,FT,away_nao,353,1,0.393709,0.302533,0.283286,0.110423,0.019247,0.215330,0.199213,0.016118,0.074852
championship,marca,FT,away_sim,353,1,0.606291,0.697467,0.716714,-0.110423,-0.019247,0.215330,0.199213,0.016118,0.074852
championship,marca,FT,home_nao,353,1,0.220893,0.245895,0.215297,0.005596,0.030598,0.173944,0.169999,0.003945,0.022678
championship,marca,FT,home_sim,353,1,0.779107,0.754105,0.784703,-0.005596,-0.030598,0.173944,0.169999,0.003945,0.022678
championship,margem,FT,away_1,353,1,0.140170,0.180013,0.178470,-0.038300,0.001543,0.146002,0.143747,0.002255,0.015442
championship,margem,FT,away_2,353,1,0.065282,0.090878,0.107649,-0.042367,-0.016770,0.099140,0.097575,0.001566,0.015794
championship,margem,FT,away_3,353,1,0.024175,0.037794,0.014164,0.010011,0.023630,0.013794,0.014222,-0.000427,-0.030972
championship,margem,FT,away_4_plus,353,1,0.011369,0.019427,0.014164,-0.002796,0.005263,0.014484,0.014331,0.000153,0.010574
championship,margem,FT,draw,353,1,0.245585,0.268145,0.263456,-0.017872,0.004689,0.199455,0.196659,0.002796,0.014018
championship,margem,FT,home_1,353,1,0.220939,0.228500,0.215297,0.005641,0.013203,0.169357,0.169154,0.000203,0.001197
championship,margem,FT,home_2,353,1,0.153191,0.119633,0.133144,0.020046,-0.013512,0.118203,0.117493,0.000710,0.006007
championship,margem,FT,home_3,353,1,0.081430,0.050178,0.045326,0.036105,0.004852,0.044876,0.043071,0.001804,0.040208
championship,margem,FT,home_4_plus,353,1,0.057860,0.025968,0.028329,0.029531,-0.002360,0.030686,0.027619,0.003067,0.099941
championship,dnb,2T,away,218,1,0.334069,0.453258,0.440367,-0.106298,0.012891,0.266783,0.248672,0.018111,0.067887
championship,dnb,2T,home,218,1,0.665931,0.546742,0.559633,0.106298,-0.012891,0.266783,0.248672,0.018111,0.067887
championship,dnb,FT,away,260,1,0.320921,0.440602,0.426923,-0.106002,0.013679,0.253899,0.237853,0.016046,0.063199
championship,dnb,FT,home,260,1,0.679079,0.559398,0.573077,0.106002,-0.013679,0.253899,0.237853,0.016046,0.063199
la-liga-2,1x2,2T,away,264,1,0.209328,0.288823,0.253788,-0.044460,0.035035,0.192108,0.190018,0.002090,0.010881
la-liga-2,1x2,2T,draw,264,1,0.359114,0.352293,0.390152,-0.031037,-0.037858,0.239946,0.238038,0.001908,0.007952
la-liga-2,1x2,2T,home,264,1,0.431558,0.351223,0.356061,0.075497,-0.004837,0.237511,0.225761,0.011750,0.049471
la-liga-2,1x2,FT,away,264,1,0.230098,0.313187,0.306818,-0.076720,0.006368,0.219621,0.212565,0.007056,0.032129
la-liga-2,1x2,FT,draw,264,1,0.252298,0.272220,0.238636,0.013662,0.033584,0.183466,0.183198,0.000269,0.001466
la-liga-2,1x2,FT,home,264,1,0.517604,0.412348,0.454545,0.063058,-0.042198,0.251396,0.243002,0.008394,0.033389
la-liga-2,1x2,HT,away,264,1,0.182763,0.253517,0.223485,-0.040722,0.030032,0.181432,0.180056,0.001376,0.007583
la-liga-2,1x2,HT,draw,264,1,0.459706,0.428244,0.477273,-0.017567,-0.049029,0.251432,0.251985,-0.000553,-0.002200
la-liga-2,1x2,HT,home,264,1,0.357531,0.316000,0.299242,0.058289,0.016757,0.212882,0.206825,0.006057,0.028452
la-liga-2,asian_handicap,FT,away_minus_0_5,264,1,0.482396,0.587652,0.545455,-0.063058,0.042198,0.251396,0.243002,0.008394,0.033389
la-liga-2,asian_handicap,FT,away_minus_1_5,264,1,0.703873,0.806961,0.799242,-0.095369,0.007719,0.179435,0.160193,0.019241,0.107233
la-liga-2,asian_handicap,FT,away_minus_2,233,1,0.859338,0.910419,0.905579,-0.046242,0.004839,0.093987,0.086198,0.007789,0.082869
la-liga-2,asian_handicap,FT,away_plus_0_5,264,1,0.230098,0.313187,0.306818,-0.076720,0.006368,0.219621,0.212565,0.007056,0.032129
la-liga-2,asian_handicap,FT,away_plus_1,213,1,0.218906,0.165854,0.140845,0.078061,0.025009,0.142240,0.132071,0.010169,0.071495
la-liga-2,asian_handicap,FT,away_plus_1_5,264,1,0.090413,0.135382,0.113636,-0.023223,0.021745,0.108056,0.108140,-0.000084,-0.000777
la-liga-2,asian_handicap,FT,away_plus_2,245,1,0.090368,0.058449,0.044898,0.045470,0.013551,0.051805,0.046610,0.005195,0.100278
la-liga-2,asian_handicap,FT,home_minus_0_5,264,1,0.517604,0.412348,0.454545,0.063058,-0.042198,0.251396,0.243002,0.008394,0.033389
la-liga-2,asian_handicap,FT,home_minus_1_5,264,1,0.296127,0.193028,0.200758,0.095369,-0.007729,0.179435,0.160192,0.019242,0.107239
la-liga-2,asian_handicap,FT,home_minus_2,233,1,0.140662,0.089581,0.094421,0.046242,-0.004839,0.093987,0.086198,0.007789,0.082869
la-liga-2,asian_handicap,FT,home_plus_0_5,264,1,0.769902,0.686800,0.693182,0.076720,-0.006382,0.219621,0.212567,0.007054,0.032117
la-liga-2,asian_handicap,FT,home_plus_1,213,1,0.781094,0.834146,0.859155,-0.078061,-0.025009,0.142240,0.132071,0.010169,0.071495
la-liga-2,asian_handicap,FT,home_plus_1_5,264,1,0.909587,0.864618,0.886364,0.023223,-0.021745,0.108056,0.108140,-0.000084,-0.000777
la-liga-2,asian_handicap,FT,home_plus_2,245,1,0.909632,0.941551,0.955102,-0.045470,-0.013551,0.051805,0.046610,0.005195,0.100278
la-liga-2,asian_total,FT,over,1253,1,0.482951,0.488564,0.512370,-0.029419,-0.023807,0.214840,0.213004,0.001836,0.008547
la-liga-2,asian_total,FT,under,1253,1,0.517049,0.511436,0.487630,0.029419,0.023807,0.214840,0.213004,0.001836,0.008547
la-liga-2,asian_total,HT,over,558,1,0.393370,0.375625,0.396057,-0.002688,-0.020433,0.238270,0.229982,0.008287,0.034781
la-liga-2,asian_total,HT,under,558,1,0.606630,0.624375,0.603943,0.002688,0.020433,0.238270,0.229982,0.008287,0.034781
la-liga-2,btts_algum_tempo,FULL,nao,264,1,0.637537,0.604155,0.541667,0.095871,0.062489,0.268442,0.253764,0.014678,0.054679
la-liga-2,btts_algum_tempo,FULL,sim,264,1,0.362463,0.395845,0.458333,-0.095871,-0.062489,0.268442,0.253764,0.014678,0.054679
la-liga-2,btts_ambos_tempos,FULL,nao,264,1,0.956352,0.949526,0.931818,0.024534,0.017707,0.064848,0.063907,0.000942,0.014519
la-liga-2,btts_ambos_tempos,FULL,sim,264,1,0.043648,0.050559,0.068182,-0.024534,-0.017623,0.064848,0.063882,0.000966,0.014900
la-liga-2,btts,FT,nao,264,1,0.542016,0.474373,0.435606,0.106410,0.038767,0.264640,0.246720,0.017920,0.067715
la-liga-2,btts,FT,sim,264,1,0.457984,0.525627,0.564394,-0.106410,-0.038767,0.264640,0.246720,0.017920,0.067715
la-liga-2,btts,HT,nao,264,1,0.852216,0.802857,0.753788,0.098428,0.049069,0.197974,0.188474,0.009500,0.047986
la-liga-2,btts,HT,sim,264,1,0.147784,0.197143,0.246212,-0.098428,-0.049069,0.197974,0.188474,0.009500,0.047986
la-liga-2,cartoes_1x2,FT,away,264,1,0.427293,0.441407,0.443182,-0.015889,-0.001775,0.259272,0.249206,0.010066,0.038825
la-liga-2,cartoes_1x2,FT,draw,264,1,0.177265,0.192175,0.143939,0.033325,0.048236,0.124471,0.125857,-0.001386,-0.011134
la-liga-2,cartoes_1x2,FT,home,264,1,0.395443,0.351456,0.412879,-0.017436,-0.061423,0.258821,0.250340,0.008481,0.032769
la-liga-2,cartoes,FT,over,3960,1,0.570300,0.613001,0.648737,-0.078437,-0.035736,0.180187,0.173782,0.006406,0.035549
la-liga-2,cartoes,FT,under,3960,1,0.429700,0.386665,0.351263,0.078437,0.035402,0.180187,0.173758,0.006429,0.035679
la-liga-2,cartoes,HT,over,2112,1,0.361681,0.440904,0.441288,-0.079607,-0.000384,0.200237,0.193647,0.006591,0.032915
la-liga-2,cartoes,HT,under,2112,1,0.638319,0.559053,0.558712,0.079607,0.000341,0.200237,0.193745,0.006492,0.032423
la-liga-2,chutes_alvo,FT,over,4488,1,0.598656,0.585098,0.623663,-0.025007,-0.038565,0.189937,0.189920,0.000017,0.000089
la-liga-2,chutes_alvo,FT,under,4488,1,0.401344,0.414671,0.376337,0.025007,0.038334,0.189937,0.189888,0.000049,0.000259
la-liga-2,chutes_alvo,HT,over,2376,1,0.497499,0.555848,0.582071,-0.084572,-0.026223,0.214182,0.206513,0.007669,0.035806
la-liga-2,chutes_alvo,HT,under,2376,1,0.502501,0.443775,0.417929,0.084572,0.025845,0.214182,0.206514,0.007668,0.035801
la-liga-2,chutes,FT,over,8184,1,0.605038,0.599627,0.620479,-0.015441,-0.020852,0.159803,0.157239,0.002565,0.016049
la-liga-2,chutes,FT,under,8184,1,0.394962,0.400465,0.379521,0.015441,0.020944,0.159803,0.157242,0.002561,0.016028
la-liga-2,chutes,HT,over,3432,1,0.811671,0.769379,0.763986,0.047685,0.005393,0.154351,0.152014,0.002337,0.015144
la-liga-2,chutes,HT,under,3432,1,0.188329,0.230743,0.236014,-0.047685,-0.005271,0.154351,0.151977,0.002374,0.015381
la-liga-2,correct_score,FT,0_0,264,1,0.097971,0.075436,0.071970,0.026002,0.003466,0.072393,0.067685,0.004708,0.065031
la-liga-2,correct_score,FT,0_1,264,1,0.074164,0.082414,0.083333,-0.009169,-0.000920,0.076399,0.076652,-0.000253,-0.003307
la-liga-2,correct_score,FT,0_2,264,1,0.039066,0.052770,0.026515,0.012551,0.026255,0.027031,0.027333,-0.000302,-0.011179
la-liga-2,correct_score,FT,0_3,264,1,0.014372,0.024135,0.018939,-0.004567,0.005196,0.019013,0.019027,-0.000014,-0.000759
la-liga-2,correct_score,FT,0_4,264,1,0.004359,0.007678,0.015152,-0.010792,-0.007473,0.015045,0.014988,0.000057,0.003783
la-liga-2,correct_score,FT,1_0,264,1,0.117598,0.108974,0.109848,0.007749,-0.000875,0.099155,0.098057,0.001099,0.011081
la-liga-2,correct_score,FT,1_1,264,1,0.108277,0.129475,0.132576,-0.024299,-0.003101,0.115732,0.114935,0.000797,0.006889
la-liga-2,correct_score,FT,1_2,264,1,0.049758,0.073766,0.090909,-0.041151,-0.017143,0.083036,0.082152,0.000885,0.010652
la-liga-2,correct_score,FT,1_3,264,1,0.017950,0.025770,0.034091,-0.016141,-0.008321,0.033390,0.033269,0.000121,0.003612
la-liga-2,correct_score,FT,1_4,264,1,0.005356,0.008032,0.007576,-0.002220,0.000456,0.007611,0.007647,-0.000036,-0.004768
la-liga-2,correct_score,FT,2_0,264,1,0.094024,0.068573,0.064394,0.029630,0.004179,0.063284,0.061509,0.001775,0.028054
la-liga-2,correct_score,FT,2_1,264,1,0.078313,0.088696,0.106061,-0.027748,-0.017365,0.095086,0.094984,0.000102,0.001078
la-liga-2,correct_score,FT,2_2,264,1,0.037312,0.053984,0.026515,0.010797,0.027468,0.026160,0.026604,-0.000444,-0.016973
la-liga-2,correct_score,FT,2_3,264,1,0.013267,0.018082,0.018939,-0.005672,-0.000857,0.018638,0.018656,-0.000019,-0.000996
la-liga-2,correct_score,FT,2_4,264,1,0.003902,0.005829,0.011364,-0.007461,-0.005534,0.011354,0.011369,-0.000015,-0.001327
la-liga-2,correct_score,FT,3_0,264,1,0.054291,0.034947,0.030303,0.023988,0.004644,0.030837,0.029658,0.001180,0.038250
la-liga-2,correct_score,FT,3_1,264,1,0.045133,0.037964,0.030303,0.014830,0.007661,0.029535,0.029615,-0.000080,-0.002721
la-liga-2,correct_score,FT,3_2,264,1,0.021394,0.022361,0.034091,-0.012697,-0.011730,0.033006,0.033130,-0.000123,-0.003728
la-liga-2,correct_score,FT,3_3,264,1,0.007550,0.008132,0.007576,-0.000026,0.000556,0.007599,0.007583,0.000016,0.002070
la-liga-2,correct_score,FT,3_4,264,1,0.002199,0.002810,0,0.002199,0.002810,0.000012,0.000010,0.000001,0.092632
la-liga-2,correct_score,FT,4_0,264,1,0.026309,0.013077,0.015152,0.011158,-0.002075,0.014877,0.014733,0.000144,0.009678
la-liga-2,correct_score,FT,4_1,264,1,0.021926,0.013287,0.015152,0.006774,-0.001865,0.015372,0.015059,0.000313,0.020363
la-liga-2,correct_score,FT,4_2,264,1,0.010398,0.009972,0.018939,-0.008541,-0.008967,0.018268,0.018324,-0.000055,-0.003028
la-liga-2,correct_score,FT,4_3,264,1,0.003662,0.004605,0.003788,-0.000126,0.000817,0.003742,0.003748,-0.000006,-0.001526
la-liga-2,correct_score,FT,4_4,264,1,0.001061,0.000938,0,0.001061,0.000938,0.000003,0.000001,0.000002,0.660948
la-liga-2,correct_score,FT,other_away,264,1,0.005704,0.009378,0,0.005704,0.009378,0.000119,0.000243,-0.000124,-1.041852
la-liga-2,correct_score,FT,other_draw,264,1,0.000126,0,0,0.000126,0,0.000000,0,0.000000,1
la-liga-2,correct_score,FT,other_home,264,1,0.044556,0.017249,0.026515,0.018041,-0.009266,0.028576,0.025888,0.002688,0.094058
la-liga-2,correct_score,HT,0_0,264,1,0.370717,0.310312,0.318182,0.052535,-0.007870,0.223058,0.217003,0.006055,0.027147
la-liga-2,correct_score,HT,0_1,264,1,0.129846,0.164951,0.136364,-0.006518,0.028588,0.120712,0.120843,-0.000131,-0.001084
la-liga-2,correct_score,HT,0_2,264,1,0.027896,0.042587,0.045455,-0.017558,-0.002867,0.043913,0.043715,0.000198,0.004514
la-liga-2,correct_score,HT,1_0,264,1,0.216159,0.195736,0.185606,0.030553,0.010130,0.151800,0.150844,0.000956,0.006297
la-liga-2,correct_score,HT,1_1,264,1,0.083174,0.107408,0.147727,-0.064553,-0.040319,0.130266,0.127623,0.002643,0.020287
la-liga-2,correct_score,HT,1_2,264,1,0.016248,0.028414,0.022727,-0.006480,0.005687,0.022425,0.022396,0.000029,0.001296
la-liga-2,correct_score,HT,2_0,264,1,0.076708,0.058210,0.049242,0.027465,0.008967,0.048209,0.047064,0.001145,0.023744
la-liga-2,correct_score,HT,2_1,264,1,0.027466,0.033518,0.037879,-0.010413,-0.004361,0.036363,0.036279,0.000084,0.002300
la-liga-2,correct_score,HT,2_2,264,1,0.005587,0.009598,0.011364,-0.005777,-0.001766,0.011196,0.011193,0.000003,0.000280
la-liga-2,correct_score,HT,other,264,1,0.046199,0.045118,0.045455,0.000744,-0.000336,0.044569,0.043782,0.000787,0.017658
la-liga-2,dnb,2T,away,161,1,0.337499,0.454923,0.416149,-0.078650,0.038774,0.253668,0.241680,0.011988,0.047257
la-liga-2,dnb,2T,home,161,1,0.662501,0.545077,0.583851,0.078650,-0.038774,0.253668,0.241680,0.011988,0.047257
la-liga-2,dnb,FT,away,201,1,0.313972,0.431479,0.402985,-0.089013,0.028493,0.249987,0.237279,0.012708,0.050833
la-liga-2,dnb,FT,home,201,1,0.686028,0.568521,0.597015,0.089013,-0.028493,0.249987,0.237279,0.012708,0.050833
la-liga-2,dupla,2T,12,264,1,0.640886,0.647707,0.609848,0.031037,0.037858,0.239946,0.238038,0.001908,0.007952
la-liga-2,dupla,2T,1x,264,1,0.790672,0.711180,0.746212,0.044460,-0.035032,0.192108,0.190017,0.002091,0.010886
la-liga-2,dupla,2T,x2,264,1,0.568442,0.648777,0.643939,-0.075497,0.004837,0.237511,0.225761,0.011750,0.049471
la-liga-2,dupla,FT,12,264,1,0.747702,0.727780,0.761364,-0.013662,-0.033584,0.183466,0.183198,0.000269,0.001466
la-liga-2,dupla,FT,1x,264,1,0.769902,0.686800,0.693182,0.076720,-0.006382,0.219621,0.212567,0.007054,0.032117
la-liga-2,dupla,FT,x2,264,1,0.482396,0.587652,0.545455,-0.063058,0.042198,0.251396,0.243002,0.008394,0.033389
la-liga-2,dupla,HT,12,264,1,0.540294,0.571756,0.522727,0.017567,0.049029,0.251432,0.251985,-0.000553,-0.002200
la-liga-2,dupla,HT,1x,264,1,0.817237,0.746484,0.776515,0.040722,-0.030031,0.181432,0.180056,0.001376,0.007583
la-liga-2,dupla,HT,x2,264,1,0.642469,0.683990,0.700758,-0.058289,-0.016767,0.212882,0.206828,0.006054,0.028441
la-liga-2,escanteios_1x2,FT,away,264,1,0.311540,0.339872,0.337121,-0.025582,0.002751,0.230012,0.226599,0.003412,0.014835
la-liga-2,escanteios_1x2,FT,draw,264,1,0.116270,0.091276,0.136364,-0.020094,-0.045088,0.118152,0.120101,-0.001950,-0.016501
la-liga-2,escanteios_1x2,FT,home,264,1,0.572191,0.572325,0.526515,0.045675,0.045810,0.264123,0.257511,0.006613,0.025036
la-liga-2,escanteios_1x2,HT,away,264,1,0.312568,0.328046,0.284091,0.028477,0.043955,0.205567,0.208318,-0.002750,-0.013378
la-liga-2,escanteios_1x2,HT,draw,264,1,0.199430,0.148420,0.181818,0.017612,-0.033398,0.149504,0.150191,-0.000687,-0.004598
la-liga-2,escanteios_1x2,HT,home,264,1,0.488002,0.523965,0.534091,-0.046089,-0.010126,0.253504,0.253307,0.000197,0.000777
la-liga-2,escanteios,FT,over,5280,1,0.396920,0.390542,0.414394,-0.017474,-0.023852,0.198554,0.195617,0.002937,0.014792
la-liga-2,escanteios,FT,under,5280,1,0.603080,0.608882,0.585606,0.017474,0.023276,0.198554,0.195603,0.002951,0.014860
la-liga-2,escanteios,HT,over,3960,1,0.389544,0.438821,0.440657,-0.051112,-0.001836,0.179831,0.176731,0.003100,0.017237
la-liga-2,escanteios,HT,under,3960,1,0.610456,0.560815,0.559343,0.051112,0.001472,0.179831,0.176678,0.003153,0.017535
la-liga-2,escanteios_exato,FT,eq_0,264,1,0.000190,0,0,0.000190,0,0.000000,0,0.000000,1
la-liga-2,escanteios_exato,FT,eq_1,264,1,0.001497,0.000497,0,0.001497,0.000497,0.000006,0.000000,0.000005,0.945926
la-liga-2,escanteios_exato,FT,eq_10,264,1,0.111766,0.114297,0.121212,-0.009447,-0.006915,0.107066,0.107090,-0.000023,-0.000216
la-liga-2,escanteios_exato,FT,eq_11,264,1,0.096294,0.107913,0.075758,0.020536,0.032155,0.069966,0.070703,-0.000736,-0.010523
la-liga-2,escanteios_exato,FT,eq_12,264,1,0.077375,0.075007,0.136364,-0.058988,-0.061357,0.121617,0.121723,-0.000106,-0.000871
la-liga-2,escanteios_exato,FT,eq_13,264,1,0.058370,0.062562,0.045455,0.012915,0.017108,0.044911,0.044106,0.000805,0.017919
la-liga-2,escanteios_exato,FT,eq_14,264,1,0.041567,0.043572,0.053030,-0.011464,-0.009458,0.050412,0.050424,-0.000012,-0.000233
la-liga-2,escanteios_exato,FT,eq_15_plus,264,1,0.071566,0.083953,0.068182,0.003384,0.015771,0.064445,0.063169,0.001276,0.019801
la-liga-2,escanteios_exato,FT,eq_2,264,1,0.006009,0.005862,0,0.006009,0.005862,0.000076,0.000058,0.000018,0.237088
la-liga-2,escanteios_exato,FT,eq_3,264,1,0.016380,0.013332,0.011364,0.005016,0.001968,0.011286,0.011225,0.000061,0.005392
la-liga-2,escanteios_exato,FT,eq_4,264,1,0.034120,0.029834,0.049242,-0.015122,-0.019409,0.048041,0.047670,0.000371,0.007717
la-liga-2,escanteios_exato,FT,eq_5,264,1,0.057942,0.049445,0.053030,0.004911,-0.003585,0.051008,0.050098,0.000909,0.017830
la-liga-2,escanteios_exato,FT,eq_6,264,1,0.083554,0.081764,0.071970,0.011584,0.009795,0.069583,0.067454,0.002129,0.030597
la-liga-2,escanteios_exato,FT,eq_7,264,1,0.105224,0.106324,0.098485,0.006739,0.007839,0.087928,0.088554,-0.000625,-0.007110
la-liga-2,escanteios_exato,FT,eq_8,264,1,0.118117,0.112308,0.113636,0.004481,-0.001328,0.100332,0.101422,-0.001090,-0.010868
la-liga-2,escanteios_exato,FT,eq_9,264,1,0.120029,0.119494,0.102273,0.017757,0.017221,0.091814,0.091853,-0.000039,-0.000421
la-liga-2,faltas,FT,over,3696,1,0.703923,0.678338,0.662338,0.041586,0.016000,0.179580,0.177752,0.001828,0.010177
la-liga-2,faltas,FT,under,3696,1,0.296077,0.321685,0.337662,-0.041586,-0.015978,0.179580,0.177732,0.001848,0.010288
la-liga-2,gols,FT,over,4224,1,0.320806,0.316388,0.332386,-0.011580,-0.015998,0.139925,0.139759,0.000166,0.001186
la-liga-2,gols,FT,under,4224,1,0.679194,0.683612,0.667614,0.011580,0.015998,0.139925,0.139759,0.000166,0.001186
la-liga-2,gols,HT,over,2112,1,0.252643,0.280144,0.294508,-0.041864,-0.014364,0.167540,0.165469,0.002072,0.012366
la-liga-2,gols,HT,under,2112,1,0.747357,0.719856,0.705492,0.041864,0.014364,0.167540,0.165469,0.002072,0.012366
la-liga-2,gols,2T,over,1056,1,0.380724,0.346021,0.361742,0.018981,-0.015721,0.158114,0.158064,0.000050,0.000318
la-liga-2,gols,2T,under,1056,1,0.619276,0.653979,0.638258,-0.018981,0.015721,0.158114,0.158064,0.000050,0.000318
la-liga-2,handicap,FT,away_minus_1,264,1,0.482396,0.587652,0.545455,-0.063058,0.042198,0.251396,0.243002,0.008394,0.033389
la-liga-2,handicap,FT,away_minus_2,264,1,0.703873,0.806961,0.799242,-0.095369,0.007719,0.179435,0.160193,0.019241,0.107233
la-liga-2,handicap,FT,away_plus_1,264,1,0.090413,0.135382,0.113636,-0.023223,0.021745,0.108056,0.108140,-0.000084,-0.000777
la-liga-2,handicap,FT,away_plus_2,264,1,0.028870,0.051084,0.041667,-0.012797,0.009417,0.041908,0.042658,-0.000750,-0.017900
la-liga-2,handicap,FT,draw_minus_1,264,1,0.221476,0.227845,0.253788,-0.032311,-0.025943,0.190949,0.189341,0.001608,0.008421
