liga,family,period,direction,n,coverage,brier_raw,brier_cal,delta_brier,delta_brier_rel,log_loss_raw,log_loss_cal,delta_log_loss,gap_raw,gap_cal
championship,correct_score,FT,4_1,435,1.0000,0.007103,0.006870,-0.000233,-0.032812,0.045511,0.041087,-0.004424,-0.013188,-0.005032
la-liga,margem,FT,away_3,1710,1.0000,0.028973,0.028741,-0.000232,-0.007998,0.130604,0.125497,-0.005108,0.013745,0.001317
superliga-argentina,correct_score,FT,2_1,581,1.0000,0.076169,0.075938,-0.000232,-0.003041,0.292083,0.293377,0.001294,0.018929,0.003703
primeira-liga,correct_score,FT,4_0,205,1.0000,0.033087,0.032856,-0.000231,-0.006974,0.140368,0.146001,0.005633,-0.002296,0.016952
premier-league,correct_score,HT,1_2,1712,1.0000,0.029510,0.029280,-0.000229,-0.007766,0.140807,0.134867,-0.005939,0.011934,-0.000455
bundesliga,htft,FULL,1_x,1353,1.0000,0.047387,0.047158,-0.000229,-0.004832,0.202981,0.197867,-0.005114,0.013423,-0.004746
liga-mx,escanteios_exato,FT,eq_3,235,1.0000,0.021306,0.021080,-0.000226,-0.010602,0.124954,0.114859,-0.010095,0.005118,0.008095
championship,correct_score,FT,other_away,435,1.0000,0.009787,0.009562,-0.000225,-0.023024,0.063020,0.062361,-0.000659,-0.001180,-0.004465
premier-league,correct_score,FT,2_1,1712,1.0000,0.078550,0.078326,-0.000224,-0.002851,0.293597,0.291566,-0.002031,0.006323,-0.003628
serie-a,margem,FT,away_4_plus,1708,1.0000,0.017612,0.017389,-0.000224,-0.012704,0.081767,0.079774,-0.001993,0.002999,-0.005355
serie-a,escanteios_exato,FT,eq_14,1708,1.0000,0.039155,0.038936,-0.000220,-0.005611,0.174206,0.171253,-0.002953,-0.003472,-0.006347
brasileirao-b,correct_score,FT,1_3,310,1.0000,0.025386,0.025168,-0.000218,-0.008592,0.132010,0.120687,-0.011323,0.017659,0.010946
la-liga-2,gols,FT,over,4992,1.0000,0.140365,0.140149,-0.000216,-0.001540,0.443418,0.437238,-0.006180,0.013722,0.018094
la-liga-2,gols,FT,under,4992,1.0000,0.140365,0.140149,-0.000216,-0.001540,0.443418,0.437238,-0.006180,-0.013722,-0.018094
serie-b-italia,escanteios_exato,FT,eq_14,277,1.0000,0.028513,0.028298,-0.000215,-0.007531,0.134165,0.133378,-0.000787,-0.014246,-0.016934
serie-a,correct_score,FT,2_4,1708,1.0000,0.002869,0.002654,-0.000215,-0.074837,0.017951,0.017426,-0.000525,-0.002409,-0.005012
championship,htft,FULL,1_x,435,1.0000,0.048373,0.048160,-0.000213,-0.004409,0.205542,0.201505,-0.004037,0.012478,-0.005309
ligue-1,correct_score,HT,0_2,1510,1.0000,0.042325,0.042114,-0.000211,-0.004978,0.184546,0.179109,-0.005437,0.013780,-0.000952
premier-league,htft,FULL,1_2,1712,1.0000,0.026855,0.026647,-0.000208,-0.007747,0.130844,0.124170,-0.006673,0.013331,0.005596
la-liga,correct_score,HT,0_2,1710,1.0000,0.033377,0.033170,-0.000207,-0.006199,0.152940,0.147515,-0.005425,0.011171,-0.002731
serie-b-italia,escanteios_exato,FT,eq_9,277,1.0000,0.078001,0.077794,-0.000207,-0.002651,0.295837,0.294562,-0.001275,-0.039115,-0.037949
premier-league,correct_score,FT,0_3,1712,1.0000,0.025038,0.024832,-0.000206,-0.008236,0.124462,0.116201,-0.008261,0.008942,0.000385
premier-league,correct_score,FT,0_1,1712,1.0000,0.062415,0.062211,-0.000204,-0.003267,0.244030,0.240971,-0.003059,0.007797,-0.004233
bundesliga,correct_score,HT,1_1,1353,1.0000,0.104798,0.104597,-0.000201,-0.001920,0.364757,0.363588,-0.001169,0.023837,0.005570
bundesliga,correct_score,FT,0_2,1353,1.0000,0.036302,0.036101,-0.000201,-0.005527,0.164637,0.158700,-0.005936,0.009704,-0.004217
superliga-argentina,escanteios_exato,FT,eq_7,581,1.0000,0.099845,0.099645,-0.000200,-0.002007,0.353198,0.351639,-0.001559,-0.004010,0.001583
ligue-1,escanteios_exato,FT,eq_11,1510,1.0000,0.091496,0.091297,-0.000198,-0.002166,0.330752,0.329272,-0.001480,-0.003444,-0.011050
ligue-1,correct_score,HT,1_1,1510,1.0000,0.088831,0.088634,-0.000197,-0.002220,0.323710,0.321822,-0.001887,0.008579,-0.010010
premier-league,correct_score,FT,other_away,1712,1.0000,0.015836,0.015640,-0.000196,-0.012368,0.077387,0.072621,-0.004766,0.007318,0.003311
serie-a,correct_score,FT,4_0,1708,1.0000,0.017175,0.016982,-0.000193,-0.011264,0.084333,0.081852,-0.002482,-0.012072,0.002821
primeira-liga,htft,FULL,2_1,205,1.0000,0.033214,0.033023,-0.000191,-0.005750,0.153283,0.148620,-0.004663,0.015615,0.010338
premier-league,correct_score,FT,1_1,1712,1.0000,0.096886,0.096696,-0.000191,-0.001970,0.348039,0.344030,-0.004009,0.009766,-0.013816
la-liga-2,htft,FULL,2_1,312,1.0000,0.037240,0.037050,-0.000190,-0.005098,0.170503,0.164636,-0.005867,0.015003,0.010836
brasileirao,btts_ambos_tempos,FULL,nao,1845,1.0000,0.035199,0.035010,-0.000189,-0.005358,0.158990,0.159264,0.000274,-0.003929,-0.002837
brasileirao,btts_ambos_tempos,FULL,sim,1845,1.0000,0.035199,0.035010,-0.000189,-0.005358,0.158990,0.159264,0.000274,0.003929,0.002837
bundesliga,correct_score,HT,1_2,1353,1.0000,0.037147,0.036959,-0.000188,-0.005063,0.169909,0.163252,-0.006657,0.017351,0.003616
la-liga,escanteios_1x2,HT,away,1710,1.0000,0.214128,0.213941,-0.000187,-0.000874,0.617907,0.617782,-0.000124,0.020345,0.003011
primeira-liga,correct_score,FT,4_1,205,1.0000,0.009808,0.009623,-0.000186,-0.018920,0.052673,0.050831,-0.001842,-0.010749,-0.002940
championship,correct_score,FT,3_0,435,1.0000,0.042006,0.041821,-0.000185,-0.004403,0.180477,0.179533,-0.000944,-0.009474,0.008986
ligue-1,correct_score,FT,0_3,1510,1.0000,0.025377,0.025194,-0.000183,-0.007210,0.114811,0.112491,-0.002321,0.010699,0.001151
la-liga,escanteios_exato,FT,eq_13,1710,1.0000,0.053225,0.053043,-0.000182,-0.003428,0.217829,0.216275,-0.001554,-0.003257,-0.006956
primeira-liga,escanteios_exato,FT,eq_9,205,1.0000,0.103438,0.103256,-0.000182,-0.001761,0.361671,0.360577,-0.001094,-0.000678,-0.001183
superliga-argentina,margem,FT,away_3,581,1.0000,0.022119,0.021939,-0.000180,-0.008155,0.116362,0.105284,-0.011078,0.010650,-0.000470
bundesliga,correct_score,HT,2_1,1353,1.0000,0.039851,0.039676,-0.000176,-0.004408,0.174256,0.172232,-0.002024,0.002449,0.002264
liga-mx,correct_score,FT,4_1,235,1.0000,0.033524,0.033351,-0.000173,-0.005166,0.162571,0.163771,0.001200,0.001395,0.014416
premier-league,escanteios_exato,FT,eq_12,1712,1.0000,0.079214,0.079044,-0.000170,-0.002151,0.296385,0.295148,-0.001237,-0.006904,0.003535
la-liga,escanteios_exato,FT,eq_14,1710,1.0000,0.041048,0.040881,-0.000167,-0.004076,0.179194,0.176553,-0.002641,0.001012,-0.002663
brasileirao,correct_score,FT,4_1,1845,1.0000,0.013514,0.013347,-0.000167,-0.012347,0.073250,0.073567,0.000317,-0.009490,0.000330
bundesliga,correct_score,FT,3_2,1353,1.0000,0.032393,0.032227,-0.000167,-0.005140,0.150201,0.147202,-0.002998,0.003539,0.007696
bundesliga,escanteios_1x2,FT,away,1353,1.0000,0.213986,0.213820,-0.000166,-0.000777,0.617337,0.616996,-0.000341,0.013451,-0.012132
serie-a,escanteios_1x2,FT,home,1708,1.0000,0.231397,0.231231,-0.000166,-0.000718,0.654648,0.654177,-0.000471,-0.000603,-0.003644
la-liga,escanteios_exato,FT,eq_11,1710,1.0000,0.100723,0.100557,-0.000166,-0.001647,0.355347,0.353675,-0.001672,0.013932,0.003318
bundesliga,escanteios_exato,FT,eq_4,1353,1.0000,0.035171,0.035007,-0.000165,-0.004681,0.162466,0.158219,-0.004247,0.009656,0.008870
liga-mx,escanteios_exato,FT,eq_9,235,1.0000,0.130708,0.130545,-0.000163,-0.001247,0.432777,0.431776,-0.001000,0.032708,0.033606
serie-a,correct_score,FT,2_0,1708,1.0000,0.066431,0.066268,-0.000163,-0.002452,0.251312,0.251549,0.000238,-0.018248,0.006834
la-liga,correct_score,HT,2_1,1710,1.0000,0.033991,0.033830,-0.000161,-0.004736,0.154670,0.151304,-0.003366,0.008431,0.001435
serie-b-italia,correct_score,FT,2_1,277,1.0000,0.072962,0.072801,-0.000161,-0.002203,0.276879,0.275445,-0.001434,0.002565,-0.008439
la-liga-2,chutes_alvo,FT,under,5304,1.0000,0.191489,0.191329,-0.000160,-0.000834,0.563082,0.562664,-0.000418,-0.025918,-0.038016
serie-b-italia,htft,FULL,1_2,277,1.0000,0.021447,0.021288,-0.000159,-0.007396,0.116533,0.106682,-0.009851,0.010995,0.003276
serie-a,correct_score,FT,2_1,1708,1.0000,0.078675,0.078520,-0.000155,-0.001972,0.293518,0.292119,-0.001399,0.007553,-0.002141
championship,chutes_alvo,FT,over,7395,1.0000,0.191371,0.191217,-0.000154,-0.000807,0.565152,0.564554,-0.000598,0.016920,0.019302
la-liga,correct_score,FT,2_2,1710,1.0000,0.044147,0.043994,-0.000153,-0.003468,0.188838,0.186132,-0.002706,0.012674,-0.006057
premier-league,correct_score,HT,1_0,1712,1.0000,0.161976,0.161823,-0.000153,-0.000945,0.502230,0.502093,-0.000137,-0.011642,0.008946
superliga-argentina,cartoes_1x2,FT,draw,581,1.0000,0.158463,0.158311,-0.000153,-0.000963,0.498304,0.500446,0.002141,0.023696,0.007757
ligue-1,escanteios_exato,FT,eq_14,1510,1.0000,0.042539,0.042387,-0.000152,-0.003572,0.182904,0.181215,-0.001689,-0.001079,-0.003776
serie-a,margem,FT,away_3,1708,1.0000,0.033477,0.033328,-0.000150,-0.004471,0.144276,0.142015,-0.002261,0.006343,-0.006243
premier-league,escanteios_exato,FT,eq_4,1712,1.0000,0.022594,0.022445,-0.000149,-0.006601,0.119272,0.120242,0.000970,0.002733,0.000310
bundesliga,correct_score,FT,0_3,1353,1.0000,0.025101,0.024953,-0.000149,-0.005919,0.123874,0.115750,-0.008124,0.013340,0.004278
bundesliga,correct_score,FT,0_1,1353,1.0000,0.052905,0.052759,-0.000145,-0.002748,0.216283,0.212998,-0.003285,0.012313,-0.005400
serie-a,correct_score,FT,3_1,1708,1.0000,0.029126,0.028981,-0.000145,-0.004973,0.135087,0.132574,-0.002513,-0.016408,-0.008218
serie-a,correct_score,HT,1_2,1708,1.0000,0.022088,0.021943,-0.000145,-0.006547,0.105566,0.105591,0.000025,0.004098,-0.009149
la-liga,correct_score,FT,3_2,1710,1.0000,0.028607,0.028462,-0.000144,-0.005037,0.139811,0.136227,-0.003584,0.010012,0.007000
ligue-1,correct_score,FT,2_2,1510,1.0000,0.045688,0.045544,-0.000144,-0.003150,0.195842,0.192935,-0.002907,0.006482,-0.008634
la-liga,escanteios_exato,FT,eq_4,1710,1.0000,0.029557,0.029413,-0.000144,-0.004867,0.135784,0.134469,-0.001315,-0.000713,0.000620
premier-league,correct_score,FT,3_2,1712,1.0000,0.027459,0.027317,-0.000143,-0.005202,0.134270,0.129773,-0.004497,0.003731,0.004045
ligue-1,escanteios_1x2,FT,home,1510,1.0000,0.236392,0.236251,-0.000142,-0.000599,0.665786,0.665092,-0.000695,-0.002312,-0.006929
superliga-argentina,correct_score,FT,0_3,581,1.0000,0.018697,0.018558,-0.000139,-0.007439,0.101014,0.092514,-0.008500,0.010036,0.001583
liga-mx,correct_score,HT,1_2,235,1.0000,0.037117,0.036978,-0.000138,-0.003729,0.170982,0.162487,-0.008495,0.020624,0.007807
la-liga,correct_score,FT,0_3,1710,1.0000,0.020452,0.020315,-0.000137,-0.006683,0.099855,0.095602,-0.004253,0.009448,0.000414
brasileirao,margem,FT,away_3,1845,1.0000,0.018141,0.018007,-0.000134,-0.007387,0.094082,0.091307,-0.002775,0.005981,0.001190
championship,htft,FULL,1_2,435,1.0000,0.022618,0.022484,-0.000134,-0.005913,0.114627,0.109742,-0.004886,0.008503,0.000610
superliga-argentina,escanteios_exato,FT,eq_4,581,1.0000,0.044910,0.044777,-0.000133,-0.002957,0.194950,0.192640,-0.002310,0.004739,0.011838
la-liga,cartoes_1x2,FT,draw,1710,1.0000,0.157560,0.157428,-0.000132,-0.000839,0.494460,0.494058,-0.000401,0.012954,-0.002076
superliga-argentina,escanteios_exato,FT,eq_3,581,1.0000,0.032086,0.031955,-0.000131,-0.004093,0.157434,0.153027,-0.004408,0.011869,0.017553
superliga-argentina,correct_score,FT,0_2,581,1.0000,0.039192,0.039061,-0.000131,-0.003342,0.171044,0.174155,0.003111,0.009634,-0.003358
championship,escanteios_exato,FT,eq_10,435,1.0000,0.087820,0.087690,-0.000130,-0.001484,0.320485,0.319844,-0.000641,-0.020832,-0.021137
superliga-argentina,correct_score,FT,4_1,581,1.0000,0.005315,0.005186,-0.000130,-0.024392,0.035478,0.032786,-0.002692,-0.009171,-0.003908
ligue-1,handicap,FT,draw_minus_1,1510,1.0000,0.163986,0.163856,-0.000130,-0.000790,0.508977,0.508392,-0.000585,-0.002028,-0.012428
ligue-1,margem,FT,home_1,1510,1.0000,0.163986,0.163856,-0.000130,-0.000790,0.508977,0.508392,-0.000585,-0.002028,-0.012428
ligue-1,correct_score,FT,4_1,1510,1.0000,0.018237,0.018108,-0.000129,-0.007081,0.091323,0.089761,-0.001562,-0.007582,0.002749
serie-b-italia,correct_score,FT,1_3,277,1.0000,0.027800,0.027672,-0.000128,-0.004604,0.125252,0.122255,-0.002997,0.014339,0.007565
liga-mx,correct_score,HT,2_1,235,1.0000,0.072297,0.072169,-0.000127,-0.001759,0.289896,0.285962,-0.003934,0.041364,0.039284
ligue-1,correct_score,FT,1_2,1510,1.0000,0.069285,0.069159,-0.000126,-0.001816,0.267646,0.263529,-0.004117,0.021797,-0.004155
la-liga-2,chutes_alvo,FT,over,5304,1.0000,0.191489,0.191365,-0.000124,-0.000646,0.563082,0.562734,-0.000349,0.025918,0.038290
championship,chutes_alvo,FT,under,7395,1.0000,0.191371,0.191250,-0.000121,-0.000634,0.565152,0.564627,-0.000525,-0.016920,-0.019404
serie-b-italia,correct_score,FT,0_3,277,1.0000,0.021222,0.021101,-0.000121,-0.005700,0.107875,0.101039,-0.006835,0.010613,0.002189
la-liga-2,correct_score,FT,1_3,312,1.0000,0.034434,0.034316,-0.000118,-0.003438,0.173964,0.162323,-0.011641,0.017875,0.010073
brasileirao,escanteios_exato,FT,eq_4,1845,1.0000,0.011427,0.011310,-0.000117,-0.010232,0.067179,0.073955,0.006777,-0.005383,0.003357
bundesliga,escanteios_exato,FT,eq_12,1353,1.0000,0.075449,0.075333,-0.000116,-0.001532,0.284332,0.283677,-0.000655,-0.003402,0.003557
serie-a,escanteios_exato,FT,eq_3,1708,1.0000,0.020268,0.020153,-0.000115,-0.005667,0.106907,0.102635,-0.004272,0.007431,0.007947
liga-mx,escanteios_exato,FT,eq_14,235,1.0000,0.045273,0.045158,-0.000115,-0.002532,0.206712,0.200772,-0.005939,0.005513,0.003055
la-liga,htft,FULL,1_2,1710,1.0000,0.020581,0.020466,-0.000115,-0.005565,0.101119,0.098053,-0.003066,0.010127,0.001983
ligue-1,htft,FULL,1_2,1510,1.0000,0.024015,0.023901,-0.000114,-0.004749,0.119682,0.115085,-0.004596,0.010316,0.002151
serie-b-italia,correct_score,HT,1_2,277,1.0000,0.024939,0.024826,-0.000113,-0.004532,0.136507,0.203768,0.067261,0.011783,0.000222
liga-mx,correct_score,FT,2_3,235,1.0000,0.029030,0.028921,-0.000109,-0.003763,0.139139,0.134782,-0.004358,0.015470,0.010449
championship,correct_score,FT,1_3,435,1.0000,0.035860,0.035752,-0.000107,-0.002994,0.171419,0.162122,-0.009297,0.015616,0.007005
bundesliga,correct_score,FT,2_3,1353,1.0000,0.027073,0.026971,-0.000102,-0.003774,0.128174,0.125148,-0.003026,0.010404,0.005395
brasileirao-b,htft,FULL,2_1,310,1.0000,0.031322,0.031221,-0.000101,-0.003237,0.147099,0.143010,-0.004090,0.012263,0.006494
serie-a,correct_score,FT,0_3,1708,1.0000,0.027062,0.026963,-0.000099,-0.003654,0.123567,0.120306,-0.003261,0.009364,0.000813
bundesliga,htft,FULL,1_2,1353,1.0000,0.022512,0.022416,-0.000096,-0.004263,0.116237,0.113168,-0.003069,0.008176,0.001086
la-liga-2,correct_score,FT,1_1,312,1.0000,0.104534,0.104438,-0.000096,-0.000917,0.363751,0.363243,-0.000508,0.012841,-0.009437
championship,btts_ambos_tempos,FULL,nao,435,1.0000,0.027218,0.027123,-0.000096,-0.003510,0.127178,0.130071,0.002893,0.016144,0.023483
championship,btts_ambos_tempos,FULL,sim,435,1.0000,0.027218,0.027123,-0.000095,-0.003507,0.127178,0.130077,0.002900,-0.016144,-0.023490
brasileirao,margem,FT,away_4_plus,1845,1.0000,0.009169,0.009076,-0.000092,-0.010072,0.055323,0.053373,-0.001949,0.005205,0.001915
championship,correct_score,HT,0_1,435,1.0000,0.124694,0.124603,-0.000092,-0.000735,0.416747,0.414423,-0.002323,0.009575,-0.024388
ligue-1,escanteios_exato,FT,eq_3,1510,1.0000,0.012526,0.012436,-0.000090,-0.007220,0.071532,0.067982,-0.003550,0.000860,0.000207
serie-a,correct_score,FT,3_2,1708,1.0000,0.021278,0.021188,-0.000090,-0.004218,0.105773,0.104147,-0.001626,-0.000276,-0.001618
primeira-liga,correct_score,HT,1_2,205,1.0000,0.023968,0.023880,-0.000088,-0.003663,0.119724,0.113602,-0.006123,0.008971,-0.002520
brasileirao,correct_score,HT,0_2,1845,1.0000,0.027979,0.027891,-0.000088,-0.003138,0.133422,0.132828,-0.000593,0.009011,0.005496
brasileirao-b,chutes_alvo,HT,under,2790,1.0000,0.217063,0.216975,-0.000088,-0.000404,0.625302,0.678176,0.052874,-0.006686,-0.004250
brasileirao-b,handicap,FT,away_plus_1,310,1.0000,0.067193,0.067105,-0.000088,-0.001303,0.315078,0.343940,0.028861,0.027922,-0.012725
brasileirao-b,asian_handicap,FT,away_plus_1_5,310,1.0000,0.067193,0.067105,-0.000088,-0.001303,0.315078,0.343940,0.028861,0.027922,-0.012725
brasileirao-b,asian_handicap,FT,home_plus_1_5,310,1.0000,0.067193,0.067106,-0.000087,-0.001302,0.315078,0.343952,0.028873,-0.027922,0.012724
brasileirao-b,handicap,FT,home_plus_2,310,1.0000,0.067193,0.067106,-0.000087,-0.001302,0.315078,0.343952,0.028873,-0.027922,0.012724
serie-a,correct_score,HT,2_1,1708,1.0000,0.025816,0.025730,-0.000085,-0.003310,0.124262,0.122800,-0.001463,-0.001862,-0.008143
serie-a,htft,FULL,1_2,1708,1.0000,0.022327,0.022243,-0.000085,-0.003794,0.110458,0.107281,-0.003177,0.007839,0.000579
brasileirao,correct_score,FT,0_3,1845,1.0000,0.016097,0.016013,-0.000084,-0.005212,0.088082,0.084806,-0.003276,0.007367,0.004425
la-liga,correct_score,FT,2_3,1710,1.0000,0.018412,0.018328,-0.000084,-0.004541,0.096896,0.092035,-0.004861,0.007905,0.002378
ligue-1,escanteios_exato,FT,eq_4,1510,1.0000,0.030232,0.030148,-0.000083,-0.002747,0.141075,0.138665,-0.002410,0.004610,0.003051
primeira-liga,correct_score,FT,0_4,205,1.0000,0.014183,0.014100,-0.000083,-0.005844,0.060338,0.060585,0.000247,0.001531,-0.000932
superliga-argentina,correct_score,FT,1_3,581,1.0000,0.016930,0.016847,-0.000082,-0.004868,0.089967,0.084837,-0.005130,0.007593,0.000960
ligue-1,correct_score,FT,other_away,1510,1.0000,0.015242,0.015160,-0.000082,-0.005381,0.073135,0.070368,-0.002767,0.008648,0.004721
bundesliga,escanteios_exato,FT,eq_10,1353,1.0000,0.104688,0.104606,-0.000082,-0.000779,0.365898,0.366634,0.000737,0.001447,0.001307
premier-league,correct_score,FT,3_1,1712,1.0000,0.048754,0.048673,-0.000081,-0.001659,0.198046,0.198430,0.000385,0.000661,0.007042
brasileirao-b,correct_score,FT,3_1,310,1.0000,0.028026,0.027947,-0.000080,-0.002843,0.127459,0.126219,-0.001240,-0.013858,-0.005610
la-liga,correct_score,FT,3_1,1710,1.0000,0.033351,0.033273,-0.000078,-0.002334,0.149591,0.148022,-0.001569,-0.012865,-0.004769
primeira-liga,correct_score,FT,4_2,205,1.0000,0.009819,0.009741,-0.000078,-0.007901,0.063545,0.057960,-0.005584,0.001862,0.001939
serie-a,escanteios_exato,FT,eq_10,1708,1.0000,0.101726,0.101649,-0.000077,-0.000757,0.357113,0.356495,-0.000618,-0.002242,-0.002427
serie-a,correct_score,FT,other_away,1708,1.0000,0.009833,0.009756,-0.000077,-0.007818,0.050667,0.050362,-0.000304,-0.001163,-0.004991
ligue-1,correct_score,FT,0_2,1510,1.0000,0.045043,0.044967,-0.000077,-0.001701,0.189562,0.186695,-0.002867,0.009125,-0.004363
bundesliga,escanteios_exato,FT,eq_3,1353,1.0000,0.008163,0.008088,-0.000076,-0.009278,0.048358,0.047830,-0.000528,-0.003795,-0.003910
premier-league,correct_score,FT,2_3,1712,1.0000,0.022378,0.022304,-0.000074,-0.003306,0.114638,0.109880,-0.004758,0.007533,0.003412
championship,correct_score,FT,0_1,435,1.0000,0.062642,0.062568,-0.000074,-0.001175,0.246757,0.245799,-0.000958,-0.007093,-0.014692
ligue-1,escanteios_exato,FT,eq_8,1510,1.0000,0.103115,0.103043,-0.000073,-0.000705,0.361930,0.360967,-0.000963,-0.001591,0.007959
bundesliga,htft,FULL,2_1,1353,1.0000,0.034339,0.034266,-0.000072,-0.002100,0.155124,0.154021,-0.001103,0.005138,0.003239
superliga-argentina,correct_score,FT,3_2,581,1.0000,0.015356,0.015284,-0.000071,-0.004631,0.086103,0.080066,-0.006037,0.004231,-0.001325
bundesliga,correct_score,FT,1_4,1353,1.0000,0.015201,0.015130,-0.000071,-0.004676,0.080125,0.076494,-0.003631,0.008173,0.004918
championship,correct_score,FT,3_2,435,1.0000,0.024749,0.024680,-0.000070,-0.002818,0.123841,0.118963,-0.004878,0.004140,0.002654
la-liga-2,correct_score,FT,0_3,312,1.0000,0.019283,0.019214,-0.000069,-0.003594,0.112751,0.102829,-0.009923,0.004867,-0.004572
brasileirao-b,correct_score,FT,3_2,310,1.0000,0.012942,0.012873,-0.000069,-0.005341,0.076973,0.072349,-0.004624,-0.001445,-0.006494
la-liga,correct_score,FT,4_1,1710,1.0000,0.014807,0.014739,-0.000069,-0.004629,0.074205,0.072021,-0.002183,-0.008933,0.000416
championship,escanteios_exato,FT,eq_4,435,1.0000,0.011693,0.011625,-0.000068,-0.005851,0.068784,0.069049,0.000265,-0.008976,-0.012313
primeira-liga,correct_score,FT,3_3,205,1.0000,0.019352,0.019284,-0.000068,-0.003511,0.106678,0.103939,-0.002739,0.013798,0.012765
serie-b-italia,correct_score,FT,2_3,277,1.0000,0.010914,0.010847,-0.000068,-0.006187,0.068629,0.062461,-0.006168,0.000071,-0.004970
brasileirao,correct_score,HT,1_2,1845,1.0000,0.021287,0.021221,-0.000067,-0.003128,0.107425,0.105822,-0.001603,0.009664,-0.000553
ligue-1,correct_score,HT,2_1,1510,1.0000,0.036977,0.036911,-0.000066,-0.001773,0.163799,0.162448,-0.001351,0.007673,0.002431
premier-league,correct_score,FT,4_1,1712,1.0000,0.020481,0.020417,-0.000064,-0.003121,0.101467,0.101721,0.000255,-0.006962,0.004169
la-liga-2,correct_score,HT,2_1,312,1.0000,0.030927,0.030865,-0.000062,-0.002015,0.138595,0.138630,0.000035,0.004893,-0.000961
la-liga-2,correct_score,HT,0_2,312,1.0000,0.040523,0.040461,-0.000062,-0.001531,0.183647,0.176173,-0.007474,0.014072,-0.000571
primeira-liga,escanteios_exato,FT,eq_2,205,1.0000,0.004998,0.004936,-0.000062,-0.012416,0.037509,0.034646,-0.002862,-0.002872,-0.002057
bundesliga,escanteios_exato,FT,eq_11,1353,1.0000,0.089967,0.089906,-0.000062,-0.000689,0.325143,0.324907,-0.000235,-0.003937,-0.011979
superliga-argentina,htft,FULL,1_2,581,1.0000,0.013572,0.013511,-0.000062,-0.004548,0.073109,0.069921,-0.003188,0.006132,-0.001225
championship,correct_score,HT,2_1,435,1.0000,0.029259,0.029200,-0.000060,-0.002035,0.144419,0.141956,-0.002462,0.003436,-0.003649
la-liga,escanteios_exato,FT,eq_3,1710,1.0000,0.011052,0.010992,-0.000059,-0.005378,0.063262,0.061242,-0.002020,-0.003220,-0.001705
premier-league,htft,FULL,2_1,1712,1.0000,0.032778,0.032719,-0.000059,-0.001812,0.150013,0.147937,-0.002076,0.007783,0.004280
la-liga,escanteios_exato,FT,eq_12,1710,1.0000,0.080651,0.080594,-0.000058,-0.000714,0.300511,0.300577,0.000066,0.008758,0.012318
serie-b-italia,escanteios_exato,FT,eq_3,277,1.0000,0.014327,0.014270,-0.000056,-0.003938,0.085751,0.078218,-0.007533,0.000510,0.001884
brasileirao-b,escanteios_1x2,HT,draw,310,1.0000,0.139053,0.138998,-0.000055,-0.000396,0.451582,0.529596,0.078014,-0.019762,0.030017
serie-a,escanteios_exato,FT,eq_9,1708,1.0000,0.103193,0.103139,-0.000054,-0.000520,0.360080,0.359933,-0.000147,-0.006220,-0.003787
bundesliga,correct_score,FT,3_3,1353,1.0000,0.018890,0.018837,-0.000054,-0.002840,0.096597,0.094239,-0.002358,0.007787,0.008046
liga-mx,chutes_alvo,FT,over,3995,1.0000,0.183572,0.183521,-0.000051,-0.000279,0.544123,0.543844,-0.000279,0.007266,0.019188
serie-a,correct_score,FT,0_1,1708,1.0000,0.076491,0.076441,-0.000051,-0.000666,0.286481,0.283250,-0.003231,0.016746,0.006078
ligue-1,escanteios_exato,FT,eq_13,1510,1.0000,0.057181,0.057131,-0.000050,-0.000883,0.228753,0.228710,-0.000043,-0.003389,-0.003678
la-liga-2,correct_score,HT,1_2,312,1.0000,0.025263,0.025213,-0.000050,-0.001990,0.126161,0.120714,-0.005447,0.009746,-0.002500
bundesliga,correct_score,FT,0_4,1353,1.0000,0.010131,0.010081,-0.000050,-0.004942,0.053151,0.051397,-0.001754,0.005511,0.002415
brasileirao,correct_score,FT,other_away,1845,1.0000,0.004343,0.004296,-0.000047,-0.010920,0.028751,0.029119,0.000368,0.001680,0.000010
superliga-argentina,handicap,FT,draw_plus_2,581,1.0000,0.054206,0.054158,-0.000047,-0.000873,0.222330,0.221432,-0.000897,0.015387,-0.007155
superliga-argentina,margem,FT,away_2,581,1.0000,0.054206,0.054158,-0.000047,-0.000873,0.222330,0.221432,-0.000897,0.015387,-0.007155
primeira-liga,correct_score,HT,2_2,205,1.0000,0.019228,0.019182,-0.000046,-0.002402,0.107915,0.097792,-0.010124,0.015023,0.011202
serie-b-italia,correct_score,FT,3_3,277,1.0000,0.014429,0.014382,-0.000046,-0.003198,0.098770,0.086386,-0.012383,0.008448,0.007444
bundesliga,correct_score,HT,2_2,1353,1.0000,0.013176,0.013130,-0.000046,-0.003493,0.073533,0.070745,-0.002789,0.004824,0.001748
la-liga,correct_score,FT,1_4,1710,1.0000,0.008029,0.007983,-0.000046,-0.005707,0.045538,0.043652,-0.001887,0.003933,0.001595
brasileirao-b,escanteios_exato,FT,eq_3,310,1.0000,0.039346,0.039301,-0.000045,-0.001156,0.184645,0.174563,-0.010082,0.021888,0.017114
premier-league,correct_score,HT,2_2,1712,1.0000,0.012731,0.012688,-0.000043,-0.003401,0.072159,0.068815,-0.003345,0.006453,0.002235
liga-mx,correct_score,HT,2_2,235,1.0000,0.008499,0.008455,-0.000043,-0.005075,0.051806,0.049506,-0.002299,0.001366,-0.002118
